227.3057861328125,333.90325927734375,247.77293395996094,350.3951416015625
288.2579345703125,324.4931640625,298.97589111328125,340.46533203125
300.94561767578125,324.20343017578125,308.3546447753906,340.1065673828125
98.30026245117188,330.208740234375,146.93328857421875,355.00579833984375
481.108154296875,314.9071960449219,505.02850341796875,337.8422546386719
539.4286499023438,317.85205078125,563.686279296875,331.6060791015625
507.24847412109375,317.0077209472656,540.606201171875,345.24560546875
458.60040283203125,325.3836669921875,532.8095092773438,381.9190979003906
654.827392578125,323.09820556640625,738.260009765625,379.6539306640625
468.63580322265625,316.5265197753906,487.4610290527344,334.6226501464844
361.96771240234375,323.7044677734375,379.97723388671875,335.7122802734375
366.0204162597656,323.60296630859375,383.1519470214844,335.0233459472656
609.9969482421875,316.44818115234375,667.3585205078125,361.75836181640625
758.7320556640625,323.46502685546875,947.7504272460938,428.5732421875
621.6348266601562,319.22747802734375,689.5968017578125,368.58026123046875
0.0,339.32464599609375,48.363670349121094,406.294921875
681.4010620117188,316.8350524902344,810.7474365234375,394.8758544921875
23.2198486328125,341.12060546875,118.82764434814453,390.335693359375
